Input Query,Input Expected Name,Actual Product Name,Input Expected SKU,Actual SKU,Input Expected Position,Actual Position,Position Match,First Page Count,First Page Coverage %
"123 block","3M 7100170031 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Fine Grade 120 Grit Sanding Block Sponge","3M 7010412362 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Fine Grade 120 Grit Block Sanding Sponge","45060492","45037278","86","87","Mismatch","8 of 24","33.3%"
"123 block","3M 7010412361 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Coarse Grade 60 Grit Block Sanding Sponge","3M 7100170031 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Fine Grade 120 Grit Sanding Block Sponge","45037277","45060492","87","88","Mismatch","8 of 24","33.3%"
"123 block","3M 7100170019 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Medium Grade 80 Grit Sanding Block Sponge","3M 7010412361 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Coarse Grade 60 Grit Block Sanding Sponge","45054857","45037277","88","89","Mismatch","8 of 24","33.3%"
"123 block","3M 7010408875 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Medium Grade 80 Grit Block Sanding Sponge","3M 7100170019 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Medium Grade 80 Grit Sanding Block Sponge","45036640","45054857","89","90","Mismatch","8 of 24","33.3%"
"123 block","3M 7100169978 | Pro Grade Precision 1"" Thickness x 3-3/4"" Width x 2-5/8"" OAL Coarse Grade 60 Grit Sanding Block Sponge","3M 7010408875 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Medium Grade 80 Grit Block Sanding Sponge","45060491","45036640","90","91","Mismatch","8 of 24","33.3%"
"123 block","3M 7100145164 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Medium Grade 80 Grit Block Sanding Sponge","3M 7100169978 | Pro Grade Precision 1"" Thickness x 3-3/4"" Width x 2-5/8"" OAL Coarse Grade 60 Grit Sanding Block Sponge","45031385","45060491","91","92","Mismatch","8 of 24","33.3%"
"123 block","3M 7100170056 | Pro Grade Precision 1"" Thickness x 3-3/4"" Width x 2-1/2"" OAL Fine Grade 100 Grit Sanding Block Sponge","3M 7100145164 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Medium Grade 80 Grit Block Sanding Sponge","45057684","45031385","92","93","Mismatch","8 of 24","33.3%"
"123 block","3M 7100170036 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Medium Grade 80 Grit Sanding Block Sponge","3M 7100170056 | Pro Grade Precision 1"" Thickness x 3-3/4"" Width x 2-1/2"" OAL Fine Grade 100 Grit Sanding Block Sponge","45035275","45057684","93","94","Mismatch","8 of 24","33.3%"
"123 block","3M 7100170030 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Extra Fine Grade 180 Grit Sanding Block Sponge","3M 7100170036 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Medium Grade 80 Grit Sanding Block Sponge","45035273","45035275","94","101","Mismatch","8 of 24","33.3%"
"123 block","3M 7100170043 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Fine Grade 120 Grit Sanding Block Sponge","3M 7100170043 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Fine Grade 120 Grit Sanding Block Sponge","45054858","45054858","95","95","Match","8 of 24","33.3%"
"123 block","3M 7100170029 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Extra Coarse Grade 36 Grit Sanding Block Sponge","3M 7100169977 | Pro Grade Precision 1"" Thickness x 4-1/2"" Width x 2-1/2"" OAL Medium Grade 80 Grit Sanding Block Sponge","45057683","45035271","96","102","Mismatch","8 of 24","33.3%"
"123 block","3M 7100169977 | Pro Grade Precision 1"" Thickness x 4-1/2"" Width x 2-1/2"" OAL Medium Grade 80 Grit Sanding Block Sponge","3M 7010410822 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Fine Grade 180 Grit Block Sanding Sponge","45035271","45037274","97","96","Mismatch","8 of 24","33.3%"
