Input Query,Input Expected Name,Actual Product Name,Input Expected SKU,Actual SKU,Input Expected Position,Actual Position,Position Match,First Page Count,First Page Coverage %
"123 block","","STM 370556 | 2"" OAL x 1-7/8"" Width V-Block","","30122729","15","","","8 of 8","100.0%"
"123 block","","STM 231072 | 1-19/32"" OAL x 1-1/4"" Width V-Block","","30122360","16","","","8 of 8","100.0%"
"123 block","","STM 231076 | 2-3/4"" OAL x 1-3/4"" Width V-Block","","30122362","17","","","8 of 8","100.0%"
"123 block","","STM 231118 | 100 OAL x 30.00mm Width V-Block","","30122380","18","","","8 of 8","100.0%"
"123 block","","Seco Tools 03002502 | 150.10-3232-25JETI Indexable CutOff Blade Tool Block","","23284352","19","","","8 of 8","100.0%"
"123 block","","STM 333876 | 2-1/2"" Height x 1"" Width Steel Step Block","","50034434","20","","","8 of 8","100.0%"
"123 block","","STM 333878 | 4"" Height x 1-1/2"" Width Steel Step Block","","50034436","21","","","8 of 8","100.0%"
"123 block","","STM 333880 | 9"" Height x 1-1/2"" Width Steel Step Block","","50034438","22","","","8 of 8","100.0%"
"123 block","","STM 333879 | 6"" Height x 1-1/2"" Width Steel Step Block","","50034437","23","","","8 of 8","100.0%"
"123 block","","3M 7100272155 | 952 2-3/16"" Length x 6"" Width Hand Block","","45033447","24","","","8 of 8","100.0%"


"1/2 end mill","YG1 G9J49032N | 1/2"" Diameter 4 Flute X-Coated Carbide Square End Mill","Harvey Tool 722216-C3 | 1/4"" Diameter x 1/4"" Shank x 0.213"" LOC x 2-1/2"" OAL Undercutting End Mill","25392927","25282886","1","77","Mismatch","2 of 24","8.3%"
"1/2 end mill","YG1 G9J49904N | 1/2"" Diameter 4 Flute X-Coated Carbide Square End Mill","Harvey Tool 895347-C3 | 3/64"" Diameter x 1/8"" Shank x 0.040"" LOC x 1-1/2"" OAL Undercutting End Mill","25392934","25282972","2","78","Mismatch","2 of 24","8.3%"
"1/2 end mill","YG1 G9J49905N | 1/2"" Diameter 4 Flute X-Coated Carbide Square End Mill","Techniks 22961-1/2 | 1/2"" End Mill Holder Screw","25392935","40002839","3","79","Mismatch","2 of 24","8.3%"
"1/2 end mill","YG1 G9J51032N | 1/2"" Diameter 4 Flute X-Coated Carbide Ball End Mill","Techniks 22962-1/2 | 1/2"" End Mill Holder Screw","25392950","40002843","4","80","Mismatch","2 of 24","8.3%"
"1/2 end mill","YG1 G9J51902N | 1/2"" Diameter 4 Flute X-Coated Carbide Ball End Mill","Emuge 1827A.0500 | 1/2"" End Mill- Hard-Cut - 6 Flt","25392955","25183724","5","81","Mismatch","2 of 24","8.3%"
"1/2 end mill","Fullerton Tool 34181 | 1/2"" 5 Flute Solid Carbide FC18 Radius End Mill","Emuge 1926A.0500 | 1/2"" End Mill- Jet-Cut - 4 Flt","25002172","25183437","6","82","Mismatch","2 of 24","8.3%"
"1/2 end mill","YG1 G9J53032N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","Emuge 1987A.0500 | 1/2"" -End Mill - Jet-Cut -Neg Rake","25392979","25183550","7","83","Mismatch","2 of 24","8.3%"
"1/2 end mill","YG1 G9J53912N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","Emuge 1996A.0500 | 1/2"" End Mill- Hard-Cut-Torus-Stub - R .125","25392994","25183558","8","84","Mismatch","2 of 24","8.3%"
"1/2 end mill","YG1 G9J53913N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","Emuge 2815A.0500 | 1/2"" End Mill- Jet-Cut - Rad 0.0375","25392995","25183608","9","85","Mismatch","2 of 24","8.3%"
"1/2 end mill","YG1 G9J53914N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","Emuge 2962LZ.0500 | 1/2""- End Mill -TiNox-Cut - 5 Flute","25392996","25180675","10","86","Mismatch","2 of 24","8.3%"
"1/2 end mill","YG1 G9J53915N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","Techniks 32996 | HSK 100A x 1-1/2"" End Mill Holder","25392997","40002026","11","87","Mismatch","2 of 24","8.3%"
"1/2 end mill","YG1 G9J53916N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","Techniks 32984 | HSK 100A x 1/2"" End Mill Holder","25392998","40002027","12","88","Mismatch","2 of 24","8.3%"
"1/2 end mill","YG1 G9J53917N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","Techniks 32954 | HSK 63A x 1/2"" End Mill Holder","25392999","40002032","13","89","Mismatch","2 of 24","8.3%"
"1/2 end mill","YG1 G9J53918N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","Emuge 1877A.0500 | 1/2"" - End Mill- Hard-Cut -Ball Nose -Short","25393000","25183373","14","90","Mismatch","2 of 24","8.3%"
"1/2 end mill","YG1 G9J53919N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","Emuge 2966LZ.050015 | 1/2""-End Mill - TiNox-Cut -5 Flute- Rad 0.015","25393001","25180685","15","91","Mismatch","2 of 24","8.3%"
"1/2 end mill","Harvey Tool 722216-C3 | 1/4"" Diameter x 1/4"" Shank x 0.213"" LOC x 2-1/2"" OAL Undercutting End Mill","Emuge 2966LZ.050030 | 1/2""-End Mill - TiNox-Cut -5 Flute- Rad 0.03","25282886","25180686","16","1","Mismatch","2 of 24","8.3%"
"1/2 end mill","Harvey Tool 895347-C3 | 3/64"" Diameter x 1/8"" Shank x 0.040"" LOC x 1-1/2"" OAL Undercutting End Mill","Emuge 2966LZ.050090 | 1/2""- End Mill -TiNox-Cut -5 Flute- Rad 0.09","25282972","25180688","17","2","Mismatch","2 of 24","8.3%"
"1/2 end mill","Magafor 888507D0042 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","Emuge 2966LZ.050120 | 1/2""- End Mill -TiNox-Cut -5 Flute- Rad 0.12","25260117","25180689","18","35","Mismatch","2 of 24","8.3%"
"1/2 end mill","Magafor 888507D0052 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","Huot 13350 | 1/8"" to 1/2"" End Mill Dispenser Organizer Cabinet","25260118","10000607","19","36","Mismatch","2 of 24","8.3%"
"1/2 end mill","Magafor 888507D0054 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","Emuge 1828A.0500 | 1/2"" End Mill- Hard-Cut - X-Lgth - 6 Flt","25260119","25183732","20","37","Mismatch","2 of 24","8.3%"
"1/2 end mill","Magafor 888507D0064 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","Emuge 1963A.0500 | 1/2"" - End Mill- Hard-Cut -Ball - X-Taper Lgth","25260121","25183494","21","38","Mismatch","2 of 24","8.3%"
"1/2 end mill","Magafor 888507D0074 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","Emuge 1973A.0500 | 1/2"" End Mill- Hard-Cut - Ball Nose - Stub","25260122","25183513","22","39","Mismatch","2 of 24","8.3%"
"1/2 end mill","Magafor 888507D0084 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","Emuge 1976A.0500 | 1/2"" -End Mill- Hard-Cut -Ball -Stub - 2 Flt","25260123","25183518","23","40","Mismatch","2 of 24","8.3%"
"1/2 end mill","Magafor 888507D0086 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","Emuge 2814A.0500 | 1/2"" End Mill- Jet-Cut - Rad 0.0375 - HB","25260124","25183599","24","41","Mismatch","2 of 24","8.3%"
"1/2 end mill","","Emuge 2820A.0500 | 1/2"" End Mill- Jet-Cut - 4 Flt - HB","","25183613","25","","","2 of 24","8.3%"
"1/2 end mill","","Emuge 2887A.0500 | 1/2"" End Mill- Jet-Cut - Multi - 12 Flt","","25183646","26","","","2 of 24","8.3%"
"1/2 end mill","","Techniks 141.653.58.217 | Capto-Compatible C4 1/2"" End Mill Holder x 2.17"" Length","","40002565","27","","","2 of 24","8.3%"
"1/2 end mill","","Techniks 143.653.58.236 | Capto-Compatible C6 1/2"" End Mill Holder x 2.36"" Length","","40002571","28","","","2 of 24","8.3%"
"1/2 end mill","","Emuge 1936A.0500 | 1/2"" - End Mill- Hard-Cut -Torus -Stub - Rad 0.1","","25183456","29","","","2 of 24","8.3%"
"1/2 end mill","","Emuge 1983A.0500 | 1/2"" End Mill- Hard-Cut - Taper Torus - Rad 0.12","","25183534","30","","","2 of 24","8.3%"
"1/2 end mill","","Emuge 2817A.0500 | 1/2"" End Mill- Hard-Cut - 6 Flt - Rad 0.05","","25183747","31","","","2 of 24","8.3%"
"1/2 end mill","","Emuge 2942A.0500 | 1/2"" - End Mill- Hard-Cut -Ball -Stub - 4 Flt","","25183690","32","","","2 of 24","8.3%"
"1/2 end mill","","Emuge 2943A.0500 | 1/2"" - End Mill- Hard-Cut -Ball - Neck -4 Flt","","25183697","33","","","2 of 24","8.3%"
"1/2 end mill","","Emuge 2813A.0500 | 1/2"" End Mill- Hard-Cut - Stub - 6 Flt - Rad 0.","","25183740","34","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507D0042 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","","25260117","35","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507D0052 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","","25260118","36","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507D0054 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","","25260119","37","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507D0064 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","","25260121","38","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507D0074 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","","25260122","39","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507D0084 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","","25260123","40","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507D0086 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","","25260124","41","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507D0096 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","","25260126","42","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507D0126 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","","25260128","43","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507D0129 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","","25260129","44","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507D0140 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","","25260130","45","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507D0146 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","","25260131","46","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507D0149 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","","25260132","47","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507D0156 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","","25260134","48","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507D0159 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","","25260135","49","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507D0160 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","","25260136","50","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507D01812 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","","25260137","51","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507D0189 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","","25260138","52","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507D0190 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","","25260139","53","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507D0212 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","","25260140","54","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507D0290 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","","25260143","55","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507DH0042 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260171","56","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507DH0052 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260172","57","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507DH0054 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260173","58","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507DH0064 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260175","59","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507DH0074 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260176","60","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507DH0084 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260177","61","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507DH0086 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260178","62","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507DH0096 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260180","63","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507DH0126 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260182","64","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507DH0129 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260183","65","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507DH014 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260184","66","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507DH0146 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260185","67","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507DH0149 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260186","68","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507DH0156 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260188","69","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507DH0159 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260189","70","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507DH016 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260190","71","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507DH01812 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260191","72","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507DH0189 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260192","73","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507DH019 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260193","74","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507DH0212 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260194","75","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888507DH029 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260197","76","","","2 of 24","8.3%"
"1/2 end mill","","YG1 G9J49032N | 1/2"" Diameter 4 Flute X-Coated Carbide Square End Mill","","25392927","77","","","2 of 24","8.3%"
"1/2 end mill","","YG1 G9J49904N | 1/2"" Diameter 4 Flute X-Coated Carbide Square End Mill","","25392934","78","","","2 of 24","8.3%"
"1/2 end mill","","YG1 G9J49905N | 1/2"" Diameter 4 Flute X-Coated Carbide Square End Mill","","25392935","79","","","2 of 24","8.3%"
"1/2 end mill","","YG1 G9J51032N | 1/2"" Diameter 4 Flute X-Coated Carbide Ball End Mill","","25392950","80","","","2 of 24","8.3%"
"1/2 end mill","","YG1 G9J51902N | 1/2"" Diameter 4 Flute X-Coated Carbide Ball End Mill","","25392955","81","","","2 of 24","8.3%"
"1/2 end mill","","Fullerton Tool 34181 | 1/2"" 5 Flute Solid Carbide FC18 Radius End Mill","","25002172","82","","","2 of 24","8.3%"
"1/2 end mill","","YG1 G9J53032N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","","25392979","83","","","2 of 24","8.3%"
"1/2 end mill","","YG1 G9J53912N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","","25392994","84","","","2 of 24","8.3%"
"1/2 end mill","","YG1 G9J53913N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","","25392995","85","","","2 of 24","8.3%"
"1/2 end mill","","YG1 G9J53914N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","","25392996","86","","","2 of 24","8.3%"
"1/2 end mill","","YG1 G9J53915N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","","25392997","87","","","2 of 24","8.3%"
"1/2 end mill","","YG1 G9J53916N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","","25392998","88","","","2 of 24","8.3%"
"1/2 end mill","","YG1 G9J53917N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","","25392999","89","","","2 of 24","8.3%"
"1/2 end mill","","YG1 G9J53918N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","","25393000","90","","","2 of 24","8.3%"
"1/2 end mill","","YG1 G9J53919N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","","25393001","91","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888500G0400 | 0.1575"" Diameter x 1-1/2"" OAL Graph'X 8500-G Square End Mill","","25260030","92","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888500G0410 | 0.1614"" Diameter x 1-1/2"" OAL Graph'X 8500-G Square End Mill","","25260031","93","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888500G0420 | 0.1654"" Diameter x 1-1/2"" OAL Graph'X 8500-G Square End Mill","","25260032","94","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888500G0430 | 0.1693"" Diameter x 1-1/2"" OAL Graph'X 8500-G Square End Mill","","25260033","95","","","2 of 24","8.3%"
"1/2 end mill","","Magafor 888500G0440 | 0.1732"" Diameter x 1-1/2"" OAL Graph'X 8500-G Square End Mill","","25260034","96","","","2 of 24","8.3%"


"alori","Aloris BXA-5C | Collet Holder","Aloris CA-12N | Turning Holder","40000144","40000156","1","17","Mismatch","17 of 24","70.8%"
"alori","Aloris CXA-5C | Collet Holder","Aloris DA-12 | Turning Holder","40000204","40000213","2","10","Mismatch","17 of 24","70.8%"
"alori","Aloris CA-12 | Turning Holder","Aloris DA-12N | Turning Holder","40000155","40000214","3","16","Mismatch","17 of 24","70.8%"
"alori","Aloris CA-12N | Turning Holder","Aloris EA-12 | Turning Holder","40000156","40000244","4","1","Mismatch","17 of 24","70.8%"
"alori","Aloris AXA-12 | Turning Holder","Aloris EA-12N | Turning Holder","40000101","40000245","5","11","Mismatch","17 of 24","70.8%"
"alori","Aloris AXA-12N | Turning Holder","Aloris DA-5C | Collet Holder","40000102","40000234","6","12","Mismatch","17 of 24","70.8%"
"alori","Aloris AXA-5C | Collet Holder","Aloris CA-5C | Collet Holder","40000116","40000176","7","13","Mismatch","17 of 24","70.8%"
"alori","Aloris BXA-12 | Turning Holder","Aloris CXA-12 | Turning Holder","40000125","40000188","8","14","Mismatch","17 of 24","70.8%"
"alori","Aloris BXA-12N | Turning Holder","Aloris CXA-12N | Turning Holder","40000126","40000189","9","15","Mismatch","17 of 24","70.8%"
"alori","Aloris CA-5C | Collet Holder","Aloris CXA-5C | Collet Holder","40000176","40000204","10","7","Mismatch","17 of 24","70.8%"
"alori","Aloris CXA-12 | Turning Holder","Aloris AXA-12 | Turning Holder","40000188","40000101","11","8","Mismatch","17 of 24","70.8%"
"alori","Aloris CXA-12N | Turning Holder","Aloris AXA-12N | Turning Holder","40000189","40000102","12","9","Mismatch","17 of 24","70.8%"
"alori","Aloris DA-12 | Turning Holder","Aloris AXA-5C | Collet Holder","40000213","40000116","13","2","Mismatch","17 of 24","70.8%"
"alori","Aloris DA-12N | Turning Holder","Aloris BXA-12 | Turning Holder","40000214","40000125","14","3","Mismatch","17 of 24","70.8%"
"alori","Aloris DA-5C | Collet Holder","Aloris BXA-12N | Turning Holder","40000234","40000126","15","6","Mismatch","17 of 24","70.8%"
"alori","Aloris EA-12 | Turning Holder","Aloris CA-12 | Turning Holder","40000244","40000155","16","4","Mismatch","17 of 24","70.8%"
"alori","Aloris EA-12N | Turning Holder","Aloris BXA-5C | Collet Holder","40000245","40000144","17","5","Mismatch","17 of 24","70.8%"
"alori","Aloris BXA-6 | Multiple Tool Holder","Aloris DA-19 | Adjustable Knurling Holder","40000145","40000220","18","56","Mismatch","17 of 24","70.8%"
"alori","Aloris BXA-77-I | Indexable Cut-off Holder","Aloris DA-77-I | Indexable Cut-off Holder","40000147","40000237","19","57","Mismatch","17 of 24","70.8%"
"alori","Aloris BXA-35 | Dovetail Chuck Holder","Aloris EA-100 | Boring Bar Holder","40000138","40000242","20","54","Mismatch","17 of 24","70.8%"
"alori","Aloris BXA-141 | Boring Bar Holder","Aloris EA-104 | Boring Bar Holder","40000129","40000243","21","52","Mismatch","17 of 24","70.8%"
"alori","Aloris BXA-19 | Adjustable Knurling Holder","Aloris DA-35 | Dovetail Chuck Holder","40000132","40000228","22","53","Mismatch","17 of 24","70.8%"
"alori","Aloris CXA-6 | Multiple Tool Holder","Aloris DA-6 | Multiple Tool Holder","40000205","40000235","23","36","Mismatch","17 of 24","70.8%"
"alori","Aloris CA-77-I | Indexable Cut-off Holder","Aloris EA-13 | Extension Tool Holder","40000180","40000246","24","29","Mismatch","17 of 24","70.8%"
"alori","","Aloris EA-141 | Boring Bar Holder","","40000248","25","","","17 of 24","70.8%"
"alori","","Aloris CA-19 | Adjustable Knurling Holder","","40000162","26","","","17 of 24","70.8%"
"alori","","Aloris CA-35 | Dovetail Chuck Holder","","40000170","27","","","17 of 24","70.8%"
"alori","","Aloris CA-6 | Multiple Tool Holder","","40000177","28","","","17 of 24","70.8%"
"alori","","Aloris CA-77-I | Indexable Cut-off Holder","","40000180","29","","","17 of 24","70.8%"
"alori","","Aloris CXA-100 | Boring Bar Holder","","40000186","30","","","17 of 24","70.8%"
"alori","","Aloris CXA-104 | Boring Bar Holder","","40000187","31","","","17 of 24","70.8%"
"alori","","Aloris CXA-13 | Extension Tool Holder","","40000190","32","","","17 of 24","70.8%"
"alori","","Aloris CXA-19 | Adjustable Knurling Holder","","40000195","33","","","17 of 24","70.8%"
"alori","","Aloris CXA-35 | Dovetail Chuck Holder","","40000198","34","","","17 of 24","70.8%"
"alori","","Aloris CXA-41D | Boring Bar Holder","","40000201","35","","","17 of 24","70.8%"
"alori","","Aloris CXA-6 | Multiple Tool Holder","","40000205","36","","","17 of 24","70.8%"
"alori","","Aloris DA-100 | Boring Bar Holder","","40000211","37","","","17 of 24","70.8%"
"alori","","Aloris DA-13 | Extension Tool Holder","","40000215","38","","","17 of 24","70.8%"
"alori","","Aloris DA-141 | Boring Bar Holder","","40000217","39","","","17 of 24","70.8%"
"alori","","Aloris AXA-100 | Boring Bar Holder","","40000099","40","","","17 of 24","70.8%"
"alori","","Aloris AXA-104 | Boring Bar Holder","","40000100","41","","","17 of 24","70.8%"
"alori","","Aloris AXA-13 | Extension Tool Holder","","40000103","42","","","17 of 24","70.8%"
"alori","","Aloris AXA-141 | Boring Bar Holder","","40000105","43","","","17 of 24","70.8%"
"alori","","Aloris AXA-19 | Adjustable Knurling Holder","","40000108","44","","","17 of 24","70.8%"
"alori","","Aloris AXA-35 | Dovetail Chuck Holder","","40000110","45","","","17 of 24","70.8%"
"alori","","Aloris AXA-41D | Boring Bar Holder","","40000113","46","","","17 of 24","70.8%"
"alori","","Aloris AXA-53 | Morse Taper Holder","","40000115","47","","","17 of 24","70.8%"
"alori","","Aloris AXA-6 | Multiple Tool Holder","","40000117","48","","","17 of 24","70.8%"
"alori","","Aloris BXA-100 | Boring Bar Holder","","40000123","49","","","17 of 24","70.8%"
"alori","","Aloris BXA-104 | Boring Bar Holder","","40000124","50","","","17 of 24","70.8%"
"alori","","Aloris BXA-13 | Extension Tool Holder","","40000127","51","","","17 of 24","70.8%"
"alori","","Aloris BXA-141 | Boring Bar Holder","","40000129","52","","","17 of 24","70.8%"
"alori","","Aloris BXA-19 | Adjustable Knurling Holder","","40000132","53","","","17 of 24","70.8%"
"alori","","Aloris BXA-35 | Dovetail Chuck Holder","","40000138","54","","","17 of 24","70.8%"
"alori","","Aloris BXA-41D | Boring Bar Holder","","40000141","55","","","17 of 24","70.8%"
"alori","","Aloris BXA-6 | Multiple Tool Holder","","40000145","56","","","17 of 24","70.8%"
"alori","","Aloris BXA-77-I | Indexable Cut-off Holder","","40000147","57","","","17 of 24","70.8%"
"alori","","Aloris CA-100 | Boring Bar Holder","","40000153","58","","","17 of 24","70.8%"
